applicant_id,ism,jins,yosh,viloyat,bandlik,ish_staji_oy,deklaratsiya_daromad,oila_azolari,talim,mijoz_boldi_oy
A000682,Yo'ldoshev Farrux,M,34,Xorazm,IT,143,2830000,5,oliy,39
A000683,Muhammadiyev Mirzo,M,29,Surxondaryo,xususiy,153,8570000,4,orta_maxsus,36
A000684,Sharipov Nozima,F,29,Toshkent,o'z_ishi,137,2690000,2,oliy,15
A000685,Sultonov Sabina,F,25,Samarqand,byudjet,52,1280000,7,orta_maxsus,79
A000686,Nazarov Dilnoza,F,54,Qashqadaryo,transport,146,5040000,6,oliy,84
A000687,Jo'rayev Feruza,F,21,Sirdaryo,byudjet,50,6600000,7,orta,70
A000688,Jo'rayev Sabina,F,33,Namangan,xususiy,178,9000000,4,orta,27
A000689,Tursunov Ulugbek,M,48,Xorazm,transport,60,7950000,6,orta_maxsus,19
A000690,Abdullayev Timur,M,58,Toshkent,xususiy,146,16260000,2,oliy,82
A000691,Raximov Sevara,F,27,Qoraqalpog'iston,transport,174,6540000,4,orta_maxsus,33
A000692,Sharipov Dilnoza,F,29,Navoiy,byudjet,1,3530000,6,orta,74
A000693,Ismoilov Bobur,M,48,Samarqand,transport,31,2400000,5,oliy,40
A000694,Ochilov Anvar,M,26,Qoraqalpog'iston,o'z_ishi,51,4110000,4,oliy,94
A000695,Karimov Dilnoza,F,31,Farg'ona,xususiy,137,11760000,7,oliy,12
A000696,Ravshanov Sabina,F,60,Toshkent,IT,35,2460000,4,orta_maxsus,22
A000697,Tursunov Ulugbek,M,53,Sirdaryo,xususiy,47,2750000,2,oliy,104
A000698,Egamberdiyev Jasur,M,52,Sirdaryo,o'z_ishi,170,6810000,4,orta,115
A000699,Ergashev Dilnoza,F,22,Surxondaryo,xususiy,68,8730000,6,orta_maxsus,5
A000700,Egamberdiyev Mohira,F,48,Farg'ona,xususiy,111,2840000,6,orta,58
A000701,Yo'ldoshev Farrux,M,27,Xorazm,IT,13,6690000,3,orta_maxsus,32
A000702,Egamberdiyev Oybek,M,44,Jizzax,byudjet,150,15560000,7,orta_maxsus,42
A000703,Aliyev Sardor,M,44,Qoraqalpog'iston,xususiy,141,6750000,2,oliy,7
A000704,Normatov Aziza,F,56,Qashqadaryo,byudjet,130,7220000,7,orta,100
A000705,Boboyev Islom,M,47,Jizzax,xususiy,99,2380000,1,orta_maxsus,118
A000706,Qurbonov Shahzoda,F,28,Sirdaryo,transport,42,1370000,6,orta,89
A000707,Abdullayev Nozima,F,34,Toshkent,ishsiz,0,2050000,5,oliy,15
A000708,Sharipov Diyor,M,62,Samarqand,o'z_ishi,111,1830000,2,orta,112
A000709,G'ulomov Bekzod,M,62,Farg'ona,xususiy,81,4110000,5,orta_maxsus,1
A000710,Rahimov Aziza,F,38,Jizzax,xususiy,101,8520000,2,orta,71
A000711,Boboyev Sanjar,M,54,Farg'ona,xususiy,164,2670000,3,orta_maxsus,96
A000712,Hamidov Muslima,F,41,Andijon,xususiy,71,7760000,5,orta,88
A000713,Qurbonov Zarina,F,55,Buxoro,xususiy,1,6020000,2,orta_maxsus,82
A000714,Yusupov Dilnoza,F,45,Sirdaryo,savdo,163,2740000,6,orta_maxsus,30
A000715,Qodirov Doston,M,46,Sirdaryo,xususiy,8,7140000,3,orta,105
A000716,Ismoilov Javohir,M,49,Sirdaryo,xususiy,45,14410000,6,oliy,83
A000717,Egamberdiyev Jasur,M,35,Surxondaryo,byudjet,141,1860000,1,oliy,71
A000718,Ravshanov Nargiza,F,62,Samarqand,xususiy,119,10010000,5,orta_maxsus,33
A000719,Raximov Sanjar,M,38,Qoraqalpog'iston,qurilish,4,10030000,1,orta,75
A000720,Aliyev Sevara,F,60,Toshkent,o'z_ishi,17,13240000,7,orta_maxsus,48
A000721,Egamberdiyev Islom,M,62,Buxoro,xususiy,34,2090000,3,oliy,28
A000722,Xasanov Akmal,M,49,Sirdaryo,qurilish,85,4570000,5,orta_maxsus,9
A000723,Raximov Kamola,F,49,Namangan,transport,62,2250000,4,orta_maxsus,115
A000724,Ismoilov Nozima,F,48,Namangan,IT,14,5640000,3,oliy,73
A000725,Rahimov Shohruh,M,32,Qoraqalpog'iston,xususiy,7,2410000,4,oliy,113
A000726,Hamidov Nurbek,M,29,Toshkent,byudjet,163,10100000,6,oliy,114
A000727,Ergashev Madina,F,25,Toshkent,IT,119,5200000,6,oliy,31
A000728,Ochilov Nargiza,F,22,Xorazm,qurilish,130,2500000,5,orta_maxsus,7
A000729,Ochilov Nargiza,F,41,Toshkent,byudjet,76,960000,1,orta,5
A000730,Muhammadiyev Sevara,F,27,Andijon,transport,20,880000,1,orta,38
A000731,Yo'ldoshev Bekzod,M,31,Andijon,ishsiz,0,8980000,2,orta,17
A000732,Tursunov Timur,M,39,Namangan,savdo,21,9590000,6,orta,90
A000733,Sultonov Otabek,M,22,Toshkent,qurilish,79,2290000,7,oliy,71
A000734,Egamberdiyev Sanjar,M,51,Andijon,xususiy,22,14190000,7,oliy,38
A000735,Umarov Nargiza,F,38,Andijon,savdo,38,4770000,6,orta_maxsus,5
A000736,Qodirov Mirzo,M,39,Xorazm,transport,66,10140000,7,oliy,46
A000737,Raximov Umid,M,50,Andijon,qurilish,34,6140000,3,orta_maxsus,30
A000738,Yusupov Rustam,M,27,Andijon,qurilish,97,5410000,3,oliy,54
A000739,Hamidov Shuhrat,M,25,Qashqadaryo,savdo,111,4040000,2,oliy,52
A000740,Saidov Alisher,M,45,Namangan,byudjet,50,1810000,2,orta,87
A000741,Toshmatov Nilufar,F,23,Andijon,ishsiz,0,2430000,6,orta,108
A000742,Qodirov Zilola,F,54,Samarqand,savdo,96,1470000,5,orta_maxsus,3
A000743,Sultonov Aziza,F,61,Farg'ona,savdo,176,1190000,1,orta_maxsus,119
A000744,Nazarov Bobur,M,29,Jizzax,transport,146,1380000,6,oliy,0
A000745,Ravshanov Muslima,F,23,Navoiy,o'z_ishi,175,2850000,4,orta_maxsus,85
A000746,Sattorov Shuhrat,M,22,Qoraqalpog'iston,o'z_ishi,42,2030000,6,orta_maxsus,120
A000747,Saidov Ulugbek,M,38,Jizzax,byudjet,161,8370000,3,orta_maxsus,79
A000748,Ochilov Kamola,F,51,Navoiy,ishsiz,0,5460000,6,orta_maxsus,107
A000749,Ravshanov Madina,F,40,Sirdaryo,xususiy,10,7590000,2,oliy,26
A000750,Ismoilov Muslima,F,21,Navoiy,xususiy,114,4070000,6,oliy,114
A000751,Muhammadiyev Sardor,M,62,Namangan,byudjet,53,9050000,3,orta,13
A000752,Qodirov Sabina,F,45,Toshkent,xususiy,63,6420000,4,orta_maxsus,42
A000753,Egamberdiyev Oybek,M,56,Toshkent,transport,150,2770000,6,oliy,103
A000754,Xudoyberdiyev Sabina,F,24,Jizzax,xususiy,83,2850000,2,orta,16
A000755,Xolmatov Nargiza,F,25,Buxoro,o'z_ishi,19,5620000,3,orta_maxsus,14
A000756,G'ulomov Sabina,F,42,Qashqadaryo,qurilish,49,3350000,2,orta,50
A000757,Xudoyberdiyev Zarina,F,62,Farg'ona,byudjet,121,4200000,4,orta,110
A000758,Sultonov Gulnora,F,62,Farg'ona,xususiy,162,4060000,3,orta,55
A000759,Sattorov Shahzoda,F,57,Andijon,xususiy,23,7130000,6,orta_maxsus,38
A000760,Qurbonov Madina,F,36,Surxondaryo,savdo,103,2020000,3,oliy,27
A000761,Ergashev Nargiza,F,35,Toshkent,savdo,58,5720000,4,oliy,114
A000762,Bekmurodov Lola,F,22,Xorazm,IT,78,4690000,6,orta_maxsus,26
A000763,Qurbonov Mohira,F,26,Namangan,byudjet,98,2390000,5,orta_maxsus,98
A000764,Karimov Nurbek,M,35,Qashqadaryo,IT,93,4340000,1,orta,96
A000765,Ismoilov Ulugbek,M,46,Farg'ona,o'z_ishi,142,4680000,6,oliy,10
A000766,Aliyev Timur,M,39,Xorazm,o'z_ishi,2,4590000,6,orta,28
A000767,Tursunov Charos,F,30,Namangan,byudjet,175,8220000,2,orta_maxsus,42
A000768,Musayev Bobur,M,25,Jizzax,xususiy,16,2870000,7,oliy,93
A000769,Tursunov Kamola,F,47,Namangan,xususiy,15,14610000,3,orta,14
A000770,Qodirov Sanjar,M,29,Xorazm,xususiy,83,4330000,3,orta_maxsus,109
A000771,Muhammadiyev Muslima,F,28,Samarqand,xususiy,74,3920000,4,oliy,65
A000772,Qurbonov Nozima,F,23,Buxoro,qurilish,78,14880000,3,oliy,56
A000773,Qodirov Bobur,M,41,Navoiy,savdo,39,4470000,3,oliy,82
A000774,Toshmatov Nozima,F,26,Samarqand,transport,69,3930000,1,orta,7
A000775,Xasanov Kamola,F,49,Farg'ona,xususiy,127,4600000,7,orta,62
A000776,Nurmatov Islom,M,37,Qoraqalpog'iston,transport,131,4120000,1,orta,106
A000777,Karimov Timur,M,63,Jizzax,ishsiz,0,3050000,2,oliy,26
A000778,Karimov Shahzoda,F,47,Navoiy,qurilish,0,2580000,3,orta_maxsus,41
A000779,Yo'ldoshev Sabina,F,48,Surxondaryo,byudjet,112,10010000,4,orta,50
A000780,Nurmatov Sevara,F,55,Farg'ona,ishsiz,0,4130000,5,oliy,37
A000781,Xolmatov Oybek,M,31,Qashqadaryo,xususiy,166,6850000,4,orta,64
A000782,Normatov Dilnoza,F,41,Buxoro,o'z_ishi,86,6330000,2,orta,40
A000783,Raximov Sanjar,M,35,Samarqand,byudjet,60,1910000,7,orta,44
A000784,Rahimov Javohir,M,63,Jizzax,xususiy,81,1960000,7,oliy,25
A000785,Raximov Kamola,F,26,Toshkent,byudjet,131,4960000,1,orta,101
A000786,Aliyev Shohruh,M,32,Qoraqalpog'iston,IT,69,13310000,3,oliy,100
A000787,Aliyev Gulnora,F,21,Qashqadaryo,IT,126,3300000,7,orta_maxsus,18
A000788,Yusupov Umid,M,62,Samarqand,qurilish,126,2010000,4,orta,50
A000789,Sharipov Malika,F,24,Qoraqalpog'iston,o'z_ishi,38,6300000,1,orta_maxsus,87
A000790,Toshmatov Nozima,F,52,Qashqadaryo,xususiy,128,14710000,4,orta_maxsus,30
A000791,Raximov Zilola,F,43,Navoiy,xususiy,171,3590000,3,orta_maxsus,107
A000792,Musayev Mohira,F,27,Buxoro,transport,96,8600000,3,orta_maxsus,19
A000793,Muhammadiyev Gulnora,F,36,Xorazm,savdo,35,1730000,7,orta,13
A000794,Sattorov Charos,F,33,Farg'ona,qurilish,167,2210000,6,orta,61
A000795,Qodirov Feruza,F,62,Buxoro,byudjet,74,3760000,7,oliy,53
A000796,Saidov Sevara,F,24,Samarqand,ishsiz,0,8870000,4,oliy,90
A000797,Sattorov Zafar,M,62,Qoraqalpog'iston,qurilish,91,7520000,5,orta,63
A000798,Qurbonov Kamola,F,47,Jizzax,savdo,63,1890000,7,oliy,9
A000799,Ochilov Akmal,M,37,Xorazm,savdo,96,7280000,7,orta_maxsus,64
A000800,Abdullayev Zilola,F,61,Toshkent,o'z_ishi,152,1730000,4,orta_maxsus,6
A000801,Toshmatov Sanjar,M,61,Namangan,transport,156,11600000,6,orta_maxsus,115
A000802,Qodirov Lola,F,44,Surxondaryo,xususiy,99,8000000,7,orta_maxsus,102
A000803,Xolmatov Anvar,M,38,Qashqadaryo,xususiy,89,2100000,7,orta,33
A000804,Yusupov Shuhrat,M,23,Farg'ona,savdo,149,9380000,3,oliy,105
A000805,Mirzayev Nodir,M,38,Namangan,xususiy,43,4080000,1,orta,84
A000806,Normatov Gulnora,F,38,Qoraqalpog'iston,o'z_ishi,12,3590000,2,orta_maxsus,4
A000807,Saidov Alisher,M,46,Samarqand,transport,117,4040000,1,orta_maxsus,65
A000808,Saidov Alisher,M,41,Qoraqalpog'iston,savdo,141,6820000,6,orta,14
A000809,G'ulomov Rustam,M,49,Qoraqalpog'iston,transport,8,6400000,4,oliy,14
A000810,Aliyev Otabek,M,46,Toshkent,o'z_ishi,87,2560000,3,oliy,16
A000811,Sharipov Dildora,F,49,Sirdaryo,savdo,180,1320000,3,orta,2
A000812,Sattorov Otabek,M,37,Andijon,savdo,27,5530000,5,orta_maxsus,113
A000813,Qurbonov Nilufar,F,38,Farg'ona,IT,10,2310000,2,oliy,94
A000814,Yo'ldoshev Elyor,M,35,Namangan,IT,61,12520000,5,oliy,54
A000815,Xudoyberdiyev Malika,F,23,Navoiy,xususiy,124,2400000,4,orta_maxsus,74
A000816,Jo'rayev Zafar,M,40,Andijon,o'z_ishi,176,6370000,5,oliy,93
A000817,Rahimov Sabina,F,41,Samarqand,savdo,74,15790000,7,oliy,119
A000818,Boboyev Muslima,F,48,Sirdaryo,xususiy,156,1440000,5,oliy,66
A000819,Yo'ldoshev Davron,M,50,Jizzax,byudjet,137,15320000,6,oliy,49
A000820,Sultonov Muslima,F,45,Qashqadaryo,IT,88,910000,7,orta_maxsus,26
A000821,G'ulomov Dilnoza,F,45,Toshkent,savdo,1,1820000,7,oliy,28
A000822,Tursunov Sanjar,M,37,Navoiy,ishsiz,0,3520000,6,orta_maxsus,23
A000823,Qodirov Rustam,M,57,Andijon,transport,173,2580000,3,orta_maxsus,10
A000824,Raximov Sanjar,M,58,Toshkent,savdo,165,10540000,1,orta,110
A000825,Xolmatov Diyor,M,55,Toshkent,qurilish,120,5430000,5,orta_maxsus,23
A000826,Umarov Sabina,F,34,Qashqadaryo,transport,67,2700000,1,orta_maxsus,41
A000827,Mirzayev Mohira,F,26,Xorazm,qurilish,52,3630000,3,oliy,25
A000828,Normatov Madina,F,55,Toshkent,transport,43,3690000,1,orta,69
A000829,Normatov Malika,F,28,Samarqand,xususiy,43,15410000,4,orta,61
A000830,Qurbonov Kamola,F,30,Toshkent,byudjet,116,4400000,2,orta,65
A000831,Nazarov Kamola,F,49,Qoraqalpog'iston,IT,168,2400000,3,orta_maxsus,113
A000832,Nazarov Farrux,M,25,Jizzax,byudjet,12,5770000,4,orta_maxsus,41
A000833,Raximov Oybek,M,58,Jizzax,xususiy,100,1880000,7,oliy,30
A000834,Sultonov Zarina,F,51,Andijon,qurilish,10,3050000,4,orta_maxsus,42
A000835,Raximov Shahzoda,F,38,Andijon,byudjet,172,4750000,5,orta_maxsus,92
A000836,Toshmatov Doston,M,43,Jizzax,byudjet,85,3320000,7,oliy,30
A000837,Umarov Muslima,F,39,Toshkent,IT,76,5870000,5,orta,39
A000838,Hamidov Nozima,F,42,Namangan,transport,168,1030000,2,orta,39
A000839,Umarov Mohira,F,31,Qashqadaryo,byudjet,76,2940000,2,oliy,2
A000840,Sharipov Nozima,F,28,Sirdaryo,xususiy,106,7810000,2,orta_maxsus,41
A000841,Qodirov Sevara,F,31,Xorazm,o'z_ishi,157,6710000,5,oliy,48
A000842,Xolmatov Kamola,F,39,Buxoro,byudjet,97,3580000,6,orta,42
A000843,Mirzayev Sevara,F,30,Buxoro,o'z_ishi,126,17540000,5,oliy,0
A000844,Ravshanov Feruza,F,47,Namangan,o'z_ishi,164,7650000,6,orta,76
A000845,Yusupov Zilola,F,46,Toshkent,qurilish,38,13880000,6,orta,17
A000846,Bekmurodov Nargiza,F,35,Namangan,xususiy,50,1770000,3,oliy,1
A000847,Qodirov Oybek,M,54,Sirdaryo,xususiy,137,3390000,5,orta,63
A000848,Musayev Sardor,M,56,Samarqand,IT,137,10580000,1,orta_maxsus,94
A000849,Toshmatov Farrux,M,48,Namangan,o'z_ishi,105,2680000,7,orta,4
A000850,Toshmatov Farrux,M,25,Andijon,xususiy,169,2930000,6,orta_maxsus,21
A000851,Qurbonov Malika,F,31,Surxondaryo,IT,56,5840000,7,orta_maxsus,10
A000852,Aliyev Mirzo,M,39,Farg'ona,o'z_ishi,86,3900000,4,orta_maxsus,38
A000853,Ismoilov Mohira,F,23,Jizzax,xususiy,48,17050000,2,oliy,1
A000854,Musayev Malika,F,34,Jizzax,xususiy,112,5050000,4,orta_maxsus,78
A000855,Sattorov Farrux,M,25,Jizzax,byudjet,167,7760000,1,orta,46
A000856,Jo'rayev Lola,F,24,Xorazm,o'z_ishi,78,5780000,2,oliy,9
A000857,Tursunov Kamola,F,28,Namangan,byudjet,122,7350000,7,oliy,62
A000858,Ergashev Anvar,M,38,Qashqadaryo,xususiy,56,2430000,3,oliy,112
A000859,Raximov Muslima,F,30,Farg'ona,qurilish,111,3560000,5,orta,19
A000860,Abdullayev Shuhrat,M,54,Samarqand,xususiy,61,6610000,5,orta_maxsus,28
A000861,Karimov Zilola,F,35,Andijon,xususiy,79,6160000,4,orta,109
A000862,Ismoilov Bekzod,M,22,Namangan,IT,27,5480000,1,oliy,8
A000863,Sultonov Dildora,F,50,Navoiy,xususiy,125,2420000,1,orta_maxsus,66
A000864,G'ulomov Nozima,F,21,Toshkent,o'z_ishi,176,1500000,1,orta,32
A000865,Mirzayev Islom,M,52,Navoiy,o'z_ishi,115,2370000,6,orta,62
A000866,Hamidov Shahzoda,F,30,Samarqand,transport,6,11330000,7,orta_maxsus,102
A000867,Qurbonov Feruza,F,35,Andijon,xususiy,95,5880000,3,orta,72
A000868,Ochilov Jasur,M,53,Surxondaryo,savdo,163,6920000,7,orta_maxsus,93
A000869,Mirzayev Akmal,M,46,Jizzax,savdo,175,7230000,4,orta,2
A000870,Egamberdiyev Lola,F,43,Qoraqalpog'iston,byudjet,17,2910000,5,orta,61
A000871,Qurbonov Nozima,F,48,Sirdaryo,xususiy,77,1720000,3,orta,117
A000872,Nurmatov Aziz,M,21,Xorazm,xususiy,175,2280000,4,orta_maxsus,55
A000873,Sultonov Sanjar,M,51,Qashqadaryo,xususiy,146,12650000,4,orta,48
A000874,Normatov Feruza,F,40,Farg'ona,IT,146,3060000,3,orta,117
A000875,Karimov Malika,F,24,Farg'ona,xususiy,147,5890000,7,oliy,23
A000876,Mirzayev Sanjar,M,32,Buxoro,transport,36,2660000,5,orta,33
A000877,Mirzayev Nodir,M,63,Farg'ona,savdo,24,2670000,2,oliy,27
A000878,Raximov Muslima,F,41,Buxoro,xususiy,111,1260000,2,orta_maxsus,77
A000879,G'ulomov Dilnoza,F,30,Andijon,xususiy,131,3280000,1,oliy,92
A000880,Mirzayev Sabina,F,41,Qashqadaryo,byudjet,35,4670000,6,oliy,68
A000881,Raximov Gulnora,F,35,Qashqadaryo,xususiy,74,11320000,5,orta,119
A000882,Mirzayev Shuhrat,M,56,Andijon,xususiy,121,9690000,4,orta,3
A000883,Bekmurodov Zilola,F,35,Namangan,o'z_ishi,172,4640000,3,orta_maxsus,47
A000884,Muhammadiyev Nurbek,M,55,Toshkent,IT,102,5920000,5,oliy,56
A000885,Ergashev Zafar,M,58,Namangan,savdo,126,2260000,5,orta,77
A000886,Sharipov Nilufar,F,40,Namangan,xususiy,151,5240000,6,orta,22
A000887,Sultonov Zafar,M,32,Buxoro,ishsiz,0,4270000,3,orta_maxsus,48
A000888,Yo'ldoshev Aziz,M,52,Namangan,xususiy,121,4350000,5,oliy,84
A000889,Saidov Davron,M,63,Namangan,xususiy,162,12840000,2,oliy,114
A000890,Nazarov Madina,F,48,Navoiy,qurilish,140,2100000,7,orta_maxsus,35
A000891,Jo'rayev Zafar,M,49,Samarqand,xususiy,164,2950000,1,orta_maxsus,88
A000892,Qodirov Elyor,M,57,Sirdaryo,savdo,177,3330000,1,oliy,72
A000893,Yusupov Farrux,M,45,Jizzax,xususiy,33,8200000,7,orta_maxsus,113
A000894,Qurbonov Anvar,M,63,Namangan,o'z_ishi,168,4390000,6,orta,38
A000895,Xasanov Feruza,F,30,Namangan,qurilish,154,2780000,7,orta,17
A000896,Bekmurodov Umid,M,45,Toshkent,savdo,171,3490000,1,oliy,22
A000897,Jo'rayev Feruza,F,57,Navoiy,xususiy,0,3530000,4,oliy,4
A000898,Qodirov Madina,F,54,Xorazm,xususiy,11,2930000,2,orta,111
A000899,Sultonov Nurbek,M,34,Toshkent,ishsiz,0,9230000,6,orta,111
A000900,Tursunov Anvar,M,49,Toshkent,xususiy,105,3320000,1,orta,89
A000901,Muhammadiyev Anvar,M,40,Qashqadaryo,xususiy,87,2680000,3,orta,84
A000902,Boboyev Kamola,F,38,Namangan,xususiy,28,2920000,7,orta_maxsus,15
A000903,Xolmatov Nargiza,F,34,Navoiy,transport,61,2680000,1,orta_maxsus,66
A000904,Xasanov Bekzod,M,51,Buxoro,qurilish,41,5330000,3,orta,112
A000905,Yo'ldoshev Oybek,M,55,Samarqand,o'z_ishi,44,6490000,6,oliy,114
A000906,Qurbonov Aziza,F,36,Samarqand,byudjet,55,2800000,5,oliy,113
A000907,Tursunov Malika,F,63,Xorazm,savdo,61,5730000,7,orta,61
A000908,Normatov Shohruh,M,44,Surxondaryo,xususiy,75,2740000,2,orta,103
A000909,Xolmatov Anvar,M,43,Namangan,qurilish,104,2030000,6,orta_maxsus,85
A000910,Ergashev Madina,F,48,Buxoro,transport,136,5600000,4,oliy,9
A000911,Saidov Zafar,M,49,Namangan,o'z_ishi,117,7440000,7,oliy,93
A000912,Ergashev Umid,M,32,Navoiy,savdo,161,3000000,1,orta,63
A000913,Rahimov Shahzoda,F,63,Andijon,savdo,76,7270000,7,orta,50
A000914,Umarov Akmal,M,29,Surxondaryo,xususiy,64,5060000,5,oliy,73
A000915,Bekmurodov Nozima,F,55,Jizzax,xususiy,38,7580000,2,orta,80
A000916,Saidov Sevara,F,61,Buxoro,ishsiz,0,3090000,1,orta,50
A000917,Rahimov Bobur,M,51,Xorazm,xususiy,125,11100000,5,orta_maxsus,79
A000918,Bekmurodov Islom,M,37,Andijon,o'z_ishi,177,4250000,6,oliy,104
A000919,Yusupov Sanjar,M,42,Toshkent,savdo,0,8870000,6,oliy,51
A000920,Boboyev Muslima,F,46,Namangan,o'z_ishi,128,7120000,6,oliy,80
A000921,Abdullayev Nilufar,F,22,Namangan,o'z_ishi,158,3230000,7,orta,23
A000922,Toshmatov Zarina,F,23,Namangan,o'z_ishi,7,2250000,2,orta,91
A000923,Boboyev Mirzo,M,46,Surxondaryo,o'z_ishi,142,2960000,7,orta_maxsus,99
A000924,Boboyev Shohruh,M,52,Qashqadaryo,xususiy,105,2510000,2,orta,72
A000925,Umarov Davron,M,22,Qoraqalpog'iston,xususiy,46,6240000,1,orta_maxsus,12
A000926,Karimov Javohir,M,43,Farg'ona,xususiy,123,4990000,1,orta,4
A000927,Normatov Charos,F,44,Sirdaryo,o'z_ishi,81,4500000,4,oliy,27
A000928,Yusupov Mohira,F,31,Qoraqalpog'iston,xususiy,10,2920000,2,oliy,100
A000929,Tursunov Sabina,F,42,Buxoro,byudjet,89,2390000,6,oliy,34
A000930,Nazarov Sardor,M,40,Sirdaryo,byudjet,160,9520000,3,orta,49
A000931,Toshmatov Otabek,M,51,Farg'ona,o'z_ishi,76,1990000,3,orta,100
A000932,Ergashev Shohruh,M,30,Surxondaryo,xususiy,10,3150000,7,orta,66
A000933,Musayev Doston,M,52,Sirdaryo,xususiy,172,9050000,6,orta,77
A000934,Rahimov Aziza,F,35,Buxoro,o'z_ishi,72,3130000,5,orta_maxsus,38
A000935,Rahimov Jasur,M,58,Qoraqalpog'iston,transport,150,3720000,3,orta_maxsus,81
A000936,Sultonov Aziza,F,22,Sirdaryo,qurilish,9,4000000,5,orta,11
A000937,Sharipov Gulnora,F,25,Samarqand,byudjet,106,8170000,7,orta_maxsus,104
A000938,Yo'ldoshev Sardor,M,41,Qashqadaryo,xususiy,16,3660000,3,oliy,32
A000939,Xolmatov Islom,M,58,Xorazm,o'z_ishi,4,4820000,1,oliy,76
A000940,Yusupov Zilola,F,32,Xorazm,IT,67,4560000,7,orta_maxsus,48
A000941,Mirzayev Sardor,M,31,Sirdaryo,IT,129,11270000,4,orta_maxsus,89
A000942,Raximov Shohruh,M,24,Surxondaryo,xususiy,162,3800000,7,orta_maxsus,94
A000943,Qodirov Bobur,M,44,Jizzax,xususiy,119,3820000,5,orta,26
A000944,Karimov Jasur,M,53,Farg'ona,o'z_ishi,81,4090000,5,orta_maxsus,114
A000945,Qodirov Umid,M,46,Farg'ona,ishsiz,0,1950000,5,orta_maxsus,82
A000946,Muhammadiyev Nilufar,F,60,Qashqadaryo,transport,47,3810000,4,orta_maxsus,33
A000947,Nazarov Malika,F,54,Namangan,IT,159,3370000,5,oliy,68
A000948,Saidov Madina,F,27,Farg'ona,IT,5,3900000,4,orta_maxsus,64
A000949,Qodirov Alisher,M,23,Buxoro,savdo,145,9480000,3,oliy,60
A000950,Musayev Sanjar,M,34,Qoraqalpog'iston,IT,50,4150000,7,oliy,71
A000951,Karimov Mohira,F,31,Buxoro,IT,14,3290000,4,oliy,73
A000952,Saidov Malika,F,35,Qoraqalpog'iston,ishsiz,0,2560000,4,orta,92
A000953,Xudoyberdiyev Alisher,M,38,Xorazm,o'z_ishi,82,5440000,6,oliy,61
A000954,Ravshanov Shuhrat,M,55,Surxondaryo,transport,88,5670000,1,orta_maxsus,75
A000955,Jo'rayev Bobur,M,57,Samarqand,xususiy,52,3520000,4,oliy,50
A000956,Raximov Charos,F,27,Farg'ona,transport,78,5900000,3,oliy,74
A000957,Mirzayev Charos,F,27,Navoiy,byudjet,41,6070000,6,orta,71
A000958,Xudoyberdiyev Dildora,F,58,Namangan,xususiy,14,3910000,5,oliy,6
A000959,Musayev Shahzoda,F,29,Sirdaryo,IT,174,10530000,6,oliy,65
A000960,Toshmatov Diyor,M,26,Surxondaryo,xususiy,154,13820000,7,oliy,98
A000961,Mirzayev Zilola,F,24,Samarqand,savdo,20,6330000,7,oliy,54
A000962,Qurbonov Diyor,M,42,Jizzax,qurilish,94,1110000,7,orta_maxsus,103
A000963,G'ulomov Timur,M,24,Namangan,xususiy,49,7350000,2,orta_maxsus,86
A000964,Karimov Bobur,M,25,Xorazm,savdo,162,1460000,6,oliy,40
A000965,Bekmurodov Dilnoza,F,38,Qashqadaryo,o'z_ishi,106,4770000,3,orta,91
A000966,Yo'ldoshev Aziza,F,63,Samarqand,savdo,114,9120000,7,oliy,81
A000967,Bekmurodov Elyor,M,45,Samarqand,byudjet,84,3810000,1,orta,16
A000968,Umarov Behruz,M,23,Toshkent,qurilish,96,6540000,2,orta_maxsus,53
A000969,Jo'rayev Umid,M,59,Buxoro,savdo,58,7020000,6,orta,111
A000970,Musayev Elyor,M,53,Qoraqalpog'iston,byudjet,147,2080000,6,orta,56
A000971,Egamberdiyev Jasur,M,63,Buxoro,savdo,64,2400000,5,orta_maxsus,8
A000972,Sharipov Islom,M,60,Samarqand,qurilish,104,8070000,5,orta,26
A000973,Xasanov Charos,F,60,Namangan,savdo,84,3670000,6,orta_maxsus,2
A000974,Ochilov Timur,M,37,Namangan,qurilish,152,3650000,2,oliy,92
A000975,G'ulomov Dildora,F,36,Namangan,xususiy,156,12390000,6,oliy,83
A000976,Yusupov Muslima,F,26,Qashqadaryo,transport,81,1510000,7,oliy,42
A000977,Abdullayev Nurbek,M,40,Surxondaryo,xususiy,92,1170000,2,orta,92
A000978,Aliyev Davron,M,24,Qoraqalpog'iston,xususiy,114,8540000,6,orta_maxsus,99
A000979,Musayev Farrux,M,63,Surxondaryo,qurilish,174,2310000,7,oliy,90
A000980,Yusupov Zilola,F,24,Sirdaryo,byudjet,77,7850000,1,oliy,19
A000981,Muhammadiyev Nozima,F,45,Qashqadaryo,savdo,137,2190000,2,orta_maxsus,60
A000982,Yusupov Nilufar,F,23,Surxondaryo,byudjet,140,5550000,5,orta,95
A000983,Hamidov Dilnoza,F,26,Andijon,savdo,165,2400000,3,orta_maxsus,71
A000984,Normatov Bekzod,M,59,Andijon,xususiy,27,1990000,1,orta_maxsus,12
A000985,Raximov Bekzod,M,32,Qoraqalpog'iston,savdo,142,4890000,4,orta,47
A000986,Xasanov Charos,F,27,Namangan,savdo,4,5430000,5,orta,49
A000987,Ravshanov Behruz,M,26,Sirdaryo,xususiy,39,2490000,7,oliy,98
